GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
11273.7329,679404,125,119,2018-04-06 00:00:00,1046.4548
6075.1443,679405,125,82,2018-04-06 00:00:00,565.1056
3639.6965,679406,125,23,2018-04-06 00:00:00,597.1832
2707.8542,679407,125,20,2018-04-06 00:00:00,218.445
2077.9971,679408,125,20,2018-04-06 00:00:00,148.7797
1954.6923,679409,125,27,2018-04-06 00:00:00,315.709
2211.4821,680301,125,26,2018-04-06 00:00:00,256.0751
3925.5605,680302,125,46,2018-04-06 00:00:00,546.9759
1165.4637,680401,125,21,2018-04-06 00:00:00,128.4961
2681.4731,680402,125,36,2018-04-06 00:00:00,333.8976
8937.6717,681301,125,96,2018-04-06 00:00:00,1289.9871
3885.1238,681302,125,30,2018-04-06 00:00:00,479.8973
2214.4931,681401,125,18,2018-04-06 00:00:00,280.4394
9629.8341,681402,125,89,2018-04-06 00:00:00,1986.1833
2341.6242,682301,125,19,2018-04-06 00:00:00,316.9573
4261.1932,682401,125,36,2018-04-06 00:00:00,665.8669
3070.3373,683101,125,17,2018-04-06 00:00:00,312.508
3921.9268,683102,125,38,2018-04-06 00:00:00,381.5623
3414.3738,683201,125,35,2018-04-06 00:00:00,443.1479
228.5649,683202,125,3,2018-04-06 00:00:00,15.8952
445.9154,684301,125,8,2018-04-06 00:00:00,104.8086
437.6121,684302,125,5,2018-04-06 00:00:00,94.3057
325.3286,684401,125,4,2018-04-06 00:00:00,38.0094
423.1381,684402,125,6,2018-04-06 00:00:00,180.2171
954.5586,686101,125,8,2018-04-06 00:00:00,140.7032
3569.2309,669403,125,26,2018-04-06 00:00:00,339.3374
3343.3588,669404,125,32,2018-04-06 00:00:00,676.6304
5037.9879,670101,125,44,2018-04-06 00:00:00,626.1448
2243.266,670102,125,35,2018-04-06 00:00:00,238.3683
3402.3557,670201,125,52,2018-04-06 00:00:00,623.9811
11995.1652,670202,125,90,2018-04-06 00:00:00,1642.7771
1546.9607,671101,125,16,2018-04-06 00:00:00,231.0046
7597.4286,687401,125,61,2018-04-06 00:00:00,942.8971
2813.2122,687402,125,36,2018-04-06 00:00:00,403.6122
1138.7977,687403,125,10,2018-04-06 00:00:00,129.4785
1841.8442,687404,125,14,2018-04-06 00:00:00,249.6844
1857.4415,688301,125,15,2018-04-06 00:00:00,232.3458
1148.3537,688401,125,6,2018-04-06 00:00:00,173.9866
2946.0182,689101,125,25,2018-04-06 00:00:00,428.3376
2012.001,689102,125,26,2018-04-06 00:00:00,375.1922
2281.4925,689103,125,25,2018-04-06 00:00:00,408.4753
2962.3799,689201,125,35,2018-04-06 00:00:00,451.9591
1771.0441,689202,125,33,2018-04-06 00:00:00,350.0885
2228.4096,689203,125,28,2018-04-06 00:00:00,543.6949
931.9665,690101,125,10,2018-04-06 00:00:00,120.5673
7129.9079,690102,125,61,2018-04-06 00:00:00,997.3307
5810.0546,690201,125,35,2018-04-06 00:00:00,927.7065
259.9847,690202,125,3,2018-04-06 00:00:00,65.6665
37.851,691101,125,1,2018-04-06 00:00:00,17.9906
363.7227,691102,125,3,2018-04-06 00:00:00,43.2188
20.8844,691201,125,1,2018-04-06 00:00:00,9.7229
281.2347,691202,125,3,2018-04-06 00:00:00,27.5809
672.2282,692301,125,7,2018-04-06 00:00:00,87.238
208.9019,692401,125,6,2018-04-06 00:00:00,44.0303
852.6255,693301,125,10,2018-04-06 00:00:00,140.0904
6720.0934,693302,125,38,2018-04-06 00:00:00,674.3899
7504.513,693401,125,37,2018-04-06 00:00:00,682.6377
2890.8746,693402,125,35,2018-04-06 00:00:00,342.3286
937.0885,694101,125,9,2018-04-06 00:00:00,142.8669
1035.0378,694102,125,12,2018-04-06 00:00:00,120.908
247.0883,694103,125,3,2018-04-06 00:00:00,27.8405
59.7941,694104,125,2,2018-04-06 00:00:00,20.2411
1593.7709,694105,125,16,2018-04-06 00:00:00,174.7525
1562.794,694201,125,23,2018-04-06 00:00:00,204.856
396.4772,694202,125,5,2018-04-06 00:00:00,46.4799
159.2455,694204,125,3,2018-04-06 00:00:00,31.0456
937.5585,694205,125,4,2018-04-06 00:00:00,164.3733
4270.2144,695101,125,53,2018-04-06 00:00:00,458.3905
2110.0158,695201,125,18,2018-04-06 00:00:00,280.2187
948.8914,696301,125,10,2018-04-06 00:00:00,182.5375
2051.867,696302,125,25,2018-04-06 00:00:00,306.8434
1289.8148,696401,125,15,2018-04-06 00:00:00,213.9095
446.4257,696402,125,5,2018-04-06 00:00:00,112.6402
6678.03,697301,125,50,2018-04-06 00:00:00,806.7983
5115.7309,697401,125,54,2018-04-06 00:00:00,552.021
1844.6136,698301,125,35,2018-04-06 00:00:00,214.6946
1411.7486,698302,125,12,2018-04-06 00:00:00,164.5975
582.1864,698401,125,7,2018-04-06 00:00:00,42.8347
1826.5682,698402,125,30,2018-04-06 00:00:00,295.8172
3288.8492,700101,125,53,2018-04-06 00:00:00,629.9585
2071.0681,700201,125,28,2018-04-06 00:00:00,322.8519
1862.3029,701101,125,16,2018-04-06 00:00:00,315.7561
631.9268,701102,125,11,2018-04-06 00:00:00,67.4921
1044.1972,701201,125,13,2018-04-06 00:00:00,175.8341
2163.9368,701202,125,15,2018-04-06 00:00:00,336.1264
5.058,702101,125,1,2018-04-06 00:00:00,2.0014
405.5439,702201,125,4,2018-04-06 00:00:00,55.6947
2096.0457,703301,125,24,2018-04-06 00:00:00,219.2051
2794.8863,703401,125,31,2018-04-06 00:00:00,356.5951
2034.8247,676203,125,27,2018-04-06 00:00:00,269.6012
2336.8082,676204,125,27,2018-04-06 00:00:00,297.0716
2900.652,676205,125,28,2018-04-06 00:00:00,431.9691
1964.159,676206,125,23,2018-04-06 00:00:00,288.8206
4763.1421,676207,125,38,2018-04-06 00:00:00,604.4052
3675.7012,677101,125,84,2018-04-06 00:00:00,520.1214
2402.5888,677102,125,17,2018-04-06 00:00:00,219.2668
2846.2671,731101,125,26,2018-04-06 00:00:00,294.4425
7.3066,731102,125,1,2018-04-06 00:00:00,1.563
2919.69,731201,125,15,2018-04-06 00:00:00,275.528
2586.3793,731202,125,34,2018-04-06 00:00:00,319.3746
576.3055,732101,125,3,2018-04-06 00:00:00,61.3831
1956.0983,732201,125,14,2018-04-06 00:00:00,248.8827
12435.7625,735301,125,116,2018-04-06 00:00:00,1145.5514
12340.4972,735401,125,90,2018-04-06 00:00:00,1328.2056
1338.2518,736301,125,27,2018-04-06 00:00:00,279.7023
2773.4594,736302,125,18,2018-04-06 00:00:00,272.5653
2482.2309,736401,125,22,2018-04-06 00:00:00,249.6173
2396.5716,736402,125,32,2018-04-06 00:00:00,279.4002
10331.3833,737301,125,57,2018-04-06 00:00:00,759.4555
35795.7549,737401,125,178,2018-04-06 00:00:00,3128.6251
2734.2826,738101,125,28,2018-04-06 00:00:00,239.0225
323.9792,712301,125,6,2018-04-06 00:00:00,83.1454
1141.2322,712302,125,19,2018-04-06 00:00:00,218.7754
123.3263,712303,125,1,2018-04-06 00:00:00,30.7171
400.4644,712401,125,3,2018-04-06 00:00:00,60.2147
90.2886,712402,125,4,2018-04-06 00:00:00,17.1824
1961.9194,712403,125,28,2018-04-06 00:00:00,693.4144
1217.5036,713101,125,8,2018-04-06 00:00:00,126.0398
859.3337,713102,125,9,2018-04-06 00:00:00,193.0552
4270.3543,713201,125,39,2018-04-06 00:00:00,582.034
7098.202,713202,125,44,2018-04-06 00:00:00,589.8924
6477.6669,714301,125,38,2018-04-06 00:00:00,665.2109
4593.6265,714302,125,27,2018-04-06 00:00:00,333.4709
7528.8709,714401,125,44,2018-04-06 00:00:00,559.8805
10354.9329,714402,125,54,2018-04-06 00:00:00,868.9193
1637.514,715301,125,32,2018-04-06 00:00:00,172.9664
5247.7745,715401,125,83,2018-04-06 00:00:00,604.2811
2193.3104,716302,125,14,2018-04-06 00:00:00,296.7142
3219.994,716303,125,17,2018-04-06 00:00:00,343.1197
2283.8976,716304,125,9,2018-04-06 00:00:00,217.1955
2086.8937,704301,125,22,2018-04-06 00:00:00,361.6173
4576.6326,704302,125,69,2018-04-06 00:00:00,754.5913
3951.5394,704401,125,55,2018-04-06 00:00:00,592.5148
4907.1958,704402,125,38,2018-04-06 00:00:00,557.6304
4117.6188,705301,125,36,2018-04-06 00:00:00,443.4914
1772.1385,705401,125,18,2018-04-06 00:00:00,164.9159
2540.9663,706101,125,38,2018-04-06 00:00:00,464.6046
1481.5957,706102,125,13,2018-04-06 00:00:00,383.7679
109.1295,706103,125,2,2018-04-06 00:00:00,19.7851
463.9064,706201,125,8,2018-04-06 00:00:00,113.9168
460.5352,706202,125,4,2018-04-06 00:00:00,44.687
1264.8927,706203,125,24,2018-04-06 00:00:00,306.8171
521.8974,707401,125,3,2018-04-06 00:00:00,54.6206
2431.8414,708301,125,23,2018-04-06 00:00:00,468.6384
71.559,708302,125,6,2018-04-06 00:00:00,38.5189
2119.0492,708303,125,35,2018-04-06 00:00:00,375.751
651.2474,708401,125,12,2018-04-06 00:00:00,87.0478
80.9157,708402,125,4,2018-04-06 00:00:00,81.7114
2840.8286,708403,125,29,2018-04-06 00:00:00,433.174
17303.0803,709301,125,131,2018-04-06 00:00:00,2502.8903
7037.1913,709401,125,50,2018-04-06 00:00:00,1198.1479
1601.8474,710101,125,9,2018-04-06 00:00:00,277.2372
997.9569,710201,125,10,2018-04-06 00:00:00,239.0134
1183.7595,686102,125,13,2018-04-06 00:00:00,246.4946
1011.858,686201,125,14,2018-04-06 00:00:00,183.0762
851.8993,686202,125,8,2018-04-06 00:00:00,220.5218
2298.9886,687301,125,16,2018-04-06 00:00:00,330.0099
2441.8302,687302,125,22,2018-04-06 00:00:00,268.1013
4684.2928,687303,125,46,2018-04-06 00:00:00,575.8654
4508.7605,687304,125,44,2018-04-06 00:00:00,552.6498
3340.9517,746304,125,21,2018-04-06 00:00:00,442.0233
3775.627,746305,125,31,2018-04-06 00:00:00,396.8367
4805.1938,746306,125,41,2018-04-06 00:00:00,421.9756
5398.1582,746307,125,37,2018-04-06 00:00:00,513.8809
1543.0424,746308,125,13,2018-04-06 00:00:00,173.4621
2926.001,746309,125,16,2018-04-06 00:00:00,236.4948
6702.3685,746310,125,45,2018-04-06 00:00:00,724.314
3452.2325,746401,125,25,2018-04-06 00:00:00,505.6464
2114.988,746402,125,17,2018-04-06 00:00:00,169.261
2077.9377,746403,125,30,2018-04-06 00:00:00,412.8448
12957.9729,746404,125,102,2018-04-06 00:00:00,1401.2755
1094.1305,746405,125,10,2018-04-06 00:00:00,101.8446
3864.2304,746406,125,26,2018-04-06 00:00:00,472.8043
3180.1042,746407,125,45,2018-04-06 00:00:00,357.5121
1411.6444,746408,125,22,2018-04-06 00:00:00,203.8234
2703.1826,716401,125,21,2018-04-06 00:00:00,295.4571
2267.3703,716402,125,11,2018-04-06 00:00:00,191.0059
1398.2528,716403,125,9,2018-04-06 00:00:00,151.4092
1948.0463,716404,125,8,2018-04-06 00:00:00,163.9999
15496.0435,717301,125,71,2018-04-06 00:00:00,2149.0956
30410.8248,717302,125,138,2018-04-06 00:00:00,3600.4547
67395.1643,717401,125,314,2018-04-06 00:00:00,8870.5965
17915.1922,717402,125,80,2018-04-06 00:00:00,2504.942
5033.0005,718301,125,19,2018-04-06 00:00:00,280.5551
6959.0125,718302,125,34,2018-04-06 00:00:00,378.4892
6369.7406,718303,125,39,2018-04-06 00:00:00,365.1295
10178.7753,718304,125,42,2018-04-06 00:00:00,561.3543
42665.3268,718305,125,192,2018-04-06 00:00:00,2582.0062
26066.2241,718306,125,101,2018-04-06 00:00:00,1563.0843
60230.4185,718401,125,274,2018-04-06 00:00:00,5676.6162
64992.2598,718402,125,278,2018-04-06 00:00:00,4652.9803
23800.5935,718403,125,117,2018-04-06 00:00:00,1350.5083
13706.8143,718404,125,79,2018-04-06 00:00:00,876.327
43748.7589,718405,125,167,2018-04-06 00:00:00,3038.9735
9834.1172,718406,125,41,2018-04-06 00:00:00,640.7728
3342.0968,719101,125,16,2018-04-06 00:00:00,336.5137
4192.2367,719102,125,27,2018-04-06 00:00:00,639.7195
21374.716,719103,125,158,2018-04-06 00:00:00,2164.1072
11939.7343,719104,125,75,2018-04-06 00:00:00,1150.3847
4757.3708,719105,125,29,2018-04-06 00:00:00,359.7608
8019.2555,719201,125,36,2018-04-06 00:00:00,609.6609
14373.1164,719202,125,92,2018-04-06 00:00:00,1431.982
23852.0961,719203,125,211,2018-04-06 00:00:00,5022.7306
9101.7414,719204,125,61,2018-04-06 00:00:00,3221.6777
476.498,719205,125,6,2018-04-06 00:00:00,73.5829
318.8548,720101,125,3,2018-04-06 00:00:00,63.7438
724.8536,720201,125,5,2018-04-06 00:00:00,65.5066
432.8977,721101,125,4,2018-04-06 00:00:00,64.4244
786.7985,721201,125,9,2018-04-06 00:00:00,121.774
1197.0208,722101,125,7,2018-04-06 00:00:00,119.9667
565.8543,722201,125,3,2018-04-06 00:00:00,40.2485
223.1862,723301,125,1,2018-04-06 00:00:00,58.6875
542.1081,723302,125,5,2018-04-06 00:00:00,115.9742
2066.3667,723303,125,19,2018-04-06 00:00:00,253.506
1864.241,723401,125,9,2018-04-06 00:00:00,244.1291
1191.3193,723402,125,10,2018-04-06 00:00:00,270.782
909.6265,723403,125,6,2018-04-06 00:00:00,131.6711
1432.1166,724201,125,14,2018-04-06 00:00:00,188.7008
3024.6003,727301,125,18,2018-04-06 00:00:00,270.4582
2678.2829,727401,125,24,2018-04-06 00:00:00,191.3767
1578.0863,730301,125,11,2018-04-06 00:00:00,141.0929
2241.6748,730302,125,18,2018-04-06 00:00:00,206.7203
5973.5956,730401,125,57,2018-04-06 00:00:00,571.4432
7845.6227,730402,125,48,2018-04-06 00:00:00,1500.9559
6658.7562,752401,125,44,2018-04-06 00:00:00,740.8903
3789.9842,752402,125,27,2018-04-06 00:00:00,436.5034
6984.068,753101,125,34,2018-04-06 00:00:00,580.9537
6070.763,753102,125,53,2018-04-06 00:00:00,542.6106
9260.4914,753103,125,54,2018-04-06 00:00:00,671.853
7369.5625,753104,125,39,2018-04-06 00:00:00,656.905
4827.5048,753105,125,21,2018-04-06 00:00:00,361.9828
6082.0658,753201,125,50,2018-04-06 00:00:00,469.1047
7403.5617,753202,125,40,2018-04-06 00:00:00,591.3953
4693.8477,753203,125,52,2018-04-06 00:00:00,379.8485
9529.8659,753204,125,68,2018-04-06 00:00:00,843.8351
2431.2403,753205,125,14,2018-04-06 00:00:00,320.278
5643.724,754101,125,62,2018-04-06 00:00:00,769.6029
9407.1189,754102,125,97,2018-04-06 00:00:00,1354.3435
2906.4384,754103,125,24,2018-04-06 00:00:00,481.8756
6695.4551,738102,125,59,2018-04-06 00:00:00,651.497
2531.9845,738103,125,33,2018-04-06 00:00:00,423.1469
1459.8653,738201,125,20,2018-04-06 00:00:00,311.6736
2749.1397,738202,125,29,2018-04-06 00:00:00,208.7211
1631.2213,738203,125,12,2018-04-06 00:00:00,186.7196
39356.3729,739101,125,204,2018-04-06 00:00:00,3235.2815
35020.3359,739201,125,173,2018-04-06 00:00:00,3167.7248
1169.5139,740302,125,6,2018-04-06 00:00:00,116.2296
2335.3166,740401,125,11,2018-04-06 00:00:00,154.2407
2451.3292,740402,125,12,2018-04-06 00:00:00,219.4794
11191.2752,741101,125,59,2018-04-06 00:00:00,1287.5356
8095.4866,741102,125,77,2018-04-06 00:00:00,564.7764
13937.2108,741103,125,96,2018-04-06 00:00:00,1356.3669
25047.5067,741104,125,144,2018-04-06 00:00:00,2713.3159
30714.4252,741105,125,170,2018-04-06 00:00:00,2934.6005
16717.0349,741106,125,154,2018-04-06 00:00:00,2382.8036
18617.163,741201,125,152,2018-04-06 00:00:00,1953.4988
38558.7047,741202,125,200,2018-04-06 00:00:00,4361.838
47055.1507,741203,125,267,2018-04-06 00:00:00,6019.8972
21949.7176,741204,125,181,2018-04-06 00:00:00,2551.1624
17589.5797,741205,125,122,2018-04-06 00:00:00,1323.0825
14483.0346,741206,125,117,2018-04-06 00:00:00,2761.3277
7842.1024,742301,125,41,2018-04-06 00:00:00,1018.4136
17613.1203,742401,125,79,2018-04-06 00:00:00,1975.4205
739.5776,743301,125,8,2018-04-06 00:00:00,73.0056
2226.3032,743302,125,13,2018-04-06 00:00:00,305.7448
5592.0235,743303,125,34,2018-04-06 00:00:00,625.6805
1369.7103,743304,125,15,2018-04-06 00:00:00,120.5304
1297.8703,743401,125,14,2018-04-06 00:00:00,164.7715
6747.7173,743402,125,36,2018-04-06 00:00:00,979.2212
5632.2866,743403,125,50,2018-04-06 00:00:00,682.8234
1724.4167,743404,125,12,2018-04-06 00:00:00,164.2159
4877.1322,745101,125,37,2018-04-06 00:00:00,788.3222
3664.3835,745102,125,27,2018-04-06 00:00:00,485.8673
27.1395,745103,125,3,2018-04-06 00:00:00,8.431
77.7188,745104,125,2,2018-04-06 00:00:00,40.3042
1804.5707,745105,125,21,2018-04-06 00:00:00,228.2973
2912.308,745106,125,23,2018-04-06 00:00:00,355.2032
1241.0578,745107,125,17,2018-04-06 00:00:00,94.1893
6145.4617,745201,125,56,2018-04-06 00:00:00,711.3461
739.668,745202,125,8,2018-04-06 00:00:00,60.6443
463.2619,745203,125,8,2018-04-06 00:00:00,110.0988
467.6621,745204,125,4,2018-04-06 00:00:00,50.86
9.0387,745205,125,1,2018-04-06 00:00:00,0.8878
4202.6766,745206,125,49,2018-04-06 00:00:00,457.3617
8606.2176,745207,125,80,2018-04-06 00:00:00,1202.7703
17017.6897,746301,125,142,2018-04-06 00:00:00,1833.0188
2609.741,746302,125,22,2018-04-06 00:00:00,397.7576
2788.6437,746303,125,28,2018-04-06 00:00:00,374.6978
7546.0724,13404,125,38,2018-04-06 00:00:00,614.8419
14458.3043,13405,125,50,2018-04-06 00:00:00,1139.9673
48283.504,14101,125,133,2018-04-06 00:00:00,2742.4207
31768.2137,14102,125,90,2018-04-06 00:00:00,1586.078
38284.6122,14103,125,92,2018-04-06 00:00:00,1856.9104
15363.4791,14104,125,60,2018-04-06 00:00:00,779.0604
11702.8752,14105,125,31,2018-04-06 00:00:00,550.1428
6392.7397,14106,125,25,2018-04-06 00:00:00,347.3405
2593.4938,14107,125,8,2018-04-06 00:00:00,151.5463
1786.5338,14108,125,22,2018-04-06 00:00:00,172.4227
4628.4057,14201,125,40,2018-04-06 00:00:00,431.3784
5263.1858,14202,125,11,2018-04-06 00:00:00,362.8318
10292.1645,14203,125,36,2018-04-06 00:00:00,660.872
14769.8352,14204,125,50,2018-04-06 00:00:00,739.3197
27034.0806,14205,125,88,2018-04-06 00:00:00,1277.1851
45771.1647,14206,125,112,2018-04-06 00:00:00,2190.8104
37705.0676,14207,125,110,2018-04-06 00:00:00,1815.2098
44555.9229,14208,125,128,2018-04-06 00:00:00,2256.6126
29664.2073,15101,125,118,2018-04-06 00:00:00,1773.7222
8254.0935,15102,125,46,2018-04-06 00:00:00,469.6254
2690.62,746409,125,31,2018-04-06 00:00:00,288.3762
6508.6194,746410,125,52,2018-04-06 00:00:00,595.077
4242.7958,747301,125,52,2018-04-06 00:00:00,497.5187
7483.258,747302,125,60,2018-04-06 00:00:00,742.8744
17857.8685,747303,125,76,2018-04-06 00:00:00,1158.9369
2757.6779,747304,125,14,2018-04-06 00:00:00,146.7433
2777.0136,747305,125,17,2018-04-06 00:00:00,208.9954
1617.2873,747306,125,12,2018-04-06 00:00:00,176.1053
2948.0949,747401,125,18,2018-04-06 00:00:00,206.497
31930.0009,747402,125,184,2018-04-06 00:00:00,2678.0542
32555.7875,747403,125,136,2018-04-06 00:00:00,1931.9953
33455.2787,747404,125,144,2018-04-06 00:00:00,2051.3638
22271.3181,747405,125,252,2018-04-06 00:00:00,4939.1229
14692.5519,747406,125,131,2018-04-06 00:00:00,2364.0131
927.2301,748101,125,9,2018-04-06 00:00:00,114.1991
482.2328,748102,125,5,2018-04-06 00:00:00,42.9712
2559.2127,748201,125,19,2018-04-06 00:00:00,356.7097
45.04,748202,125,4,2018-04-06 00:00:00,9.9693
3511.809,749301,125,44,2018-04-06 00:00:00,466.7006
2315.3882,749302,125,26,2018-04-06 00:00:00,303.6715
3123.646,749303,125,27,2018-04-06 00:00:00,263.3084
6138.2823,749304,125,66,2018-04-06 00:00:00,737.7197
4287.502,749305,125,39,2018-04-06 00:00:00,536.7899
2669.4362,749306,125,18,2018-04-06 00:00:00,260.9145
1252.6779,749307,125,21,2018-04-06 00:00:00,233.0271
1302.3056,749401,125,10,2018-04-06 00:00:00,172.5576
4579.1656,749402,125,36,2018-04-06 00:00:00,689.9095
5387.3855,749403,125,57,2018-04-06 00:00:00,802.4163
5253.144,749404,125,36,2018-04-06 00:00:00,675.4826
2991.9182,749405,125,18,2018-04-06 00:00:00,250.5694
3967.2631,749406,125,31,2018-04-06 00:00:00,621.978
3090.2695,749407,125,29,2018-04-06 00:00:00,322.6046
897.0082,750101,125,27,2018-04-06 00:00:00,177.845
4196.7125,750102,125,43,2018-04-06 00:00:00,797.2278
4215.5141,750201,125,38,2018-04-06 00:00:00,735.5676
2070.3407,750202,125,46,2018-04-06 00:00:00,472.1885
759.7688,751101,125,15,2018-04-06 00:00:00,212.8516
3478.6478,751102,125,39,2018-04-06 00:00:00,529.7347
2624.515,751103,125,58,2018-04-06 00:00:00,387.9815
2467.1222,751201,125,43,2018-04-06 00:00:00,415.5327
4873.625,751202,125,62,2018-04-06 00:00:00,837.3231
40.6607,751203,125,3,2018-04-06 00:00:00,9.878
3257.4603,752301,125,27,2018-04-06 00:00:00,454.168
5758.1407,752302,125,40,2018-04-06 00:00:00,594.5236
1714.0933,17204,125,21,2018-04-06 00:00:00,206.3465
3095.7694,17205,125,28,2018-04-06 00:00:00,518.0308
16904.7824,18301,125,90,2018-04-06 00:00:00,1194.79
5731.1727,18401,125,34,2018-04-06 00:00:00,387.2583
2849.7188,19301,125,45,2018-04-06 00:00:00,491.8972
3679.1171,19401,125,51,2018-04-06 00:00:00,691.8909
7521.2293,20101,125,86,2018-04-06 00:00:00,873.5564
10801.6689,20102,125,156,2018-04-06 00:00:00,1138.9181
8057.6591,20103,125,117,2018-04-06 00:00:00,854.2092
5004.5483,20104,125,24,2018-04-06 00:00:00,420.2651
3289.9028,20201,125,28,2018-04-06 00:00:00,359.5429
5780.8802,20202,125,71,2018-04-06 00:00:00,569.9101
8151.6603,20203,125,83,2018-04-06 00:00:00,859.0516
5839.1468,20204,125,65,2018-04-06 00:00:00,924.0671
23940.9089,21301,125,113,2018-04-06 00:00:00,1574.6393
10402.6832,21302,125,75,2018-04-06 00:00:00,595.3578
4817.8351,21303,125,18,2018-04-06 00:00:00,281.8067
1917.8644,21401,125,11,2018-04-06 00:00:00,132.7367
16182.1409,21402,125,104,2018-04-06 00:00:00,1254.9672
10974.2226,21403,125,50,2018-04-06 00:00:00,666.2458
2351.1319,22301,125,31,2018-04-06 00:00:00,325.0857
2490.2899,22302,125,30,2018-04-06 00:00:00,198.2852
2348.6384,22303,125,13,2018-04-06 00:00:00,241.5627
6699.8718,22401,125,31,2018-04-06 00:00:00,897.4862
10788.2227,11301,125,54,2018-04-06 00:00:00,697.3589
6330.9194,11302,125,39,2018-04-06 00:00:00,398.593
11460.7755,11303,125,31,2018-04-06 00:00:00,679.9235
5224.482,11304,125,25,2018-04-06 00:00:00,335.2615
8432.2484,11401,125,44,2018-04-06 00:00:00,494.2032
15958.4773,11402,125,60,2018-04-06 00:00:00,877.13
10662.4232,11403,125,28,2018-04-06 00:00:00,724.8116
9458.4637,11404,125,63,2018-04-06 00:00:00,601.4524
17900.5759,12101,125,50,2018-04-06 00:00:00,1101.8571
16554.8609,12102,125,52,2018-04-06 00:00:00,991.9316
42238.7695,12103,125,116,2018-04-06 00:00:00,2377.2649
51374.2132,12104,125,140,2018-04-06 00:00:00,3293.5812
15974.6828,12105,125,40,2018-04-06 00:00:00,931.3696
12187.6156,12106,125,45,2018-04-06 00:00:00,669.2913
8588.6621,12107,125,54,2018-04-06 00:00:00,448.4992
24267.1579,12108,125,61,2018-04-06 00:00:00,1293.7757
25111.9515,12109,125,56,2018-04-06 00:00:00,1368.2815
25890.0277,12110,125,63,2018-04-06 00:00:00,1335.5314
23862.1167,12111,125,89,2018-04-06 00:00:00,1254.3731
18208.6555,12112,125,84,2018-04-06 00:00:00,933.9155
31301.1526,12201,125,144,2018-04-06 00:00:00,1599.8389
6446.5116,12202,125,54,2018-04-06 00:00:00,311.6634
33807.2061,12203,125,100,2018-04-06 00:00:00,1718.8148
22529.8139,12204,125,62,2018-04-06 00:00:00,1130.2049
26325.9148,12205,125,74,2018-04-06 00:00:00,1426.7592
15016.3885,12206,125,53,2018-04-06 00:00:00,851.7629
5324.9169,12207,125,19,2018-04-06 00:00:00,279.5596
18821.8254,12208,125,57,2018-04-06 00:00:00,1048.6781
44703.9002,12209,125,156,2018-04-06 00:00:00,2821.6084
17408.6811,12210,125,69,2018-04-06 00:00:00,996.0476
41703.7255,12211,125,140,2018-04-06 00:00:00,4326.3784
19609.4622,12212,125,91,2018-04-06 00:00:00,4535.3396
12563.0942,13301,125,46,2018-04-06 00:00:00,975.3463
15133.2393,13302,125,47,2018-04-06 00:00:00,819.1577
24219.4441,13303,125,62,2018-04-06 00:00:00,1303.2901
45926.5186,13304,125,106,2018-04-06 00:00:00,2493.4885
28217.5891,13305,125,71,2018-04-06 00:00:00,1385.5407
63596.5447,13401,125,151,2018-04-06 00:00:00,3760.3508
15879.6009,13402,125,34,2018-04-06 00:00:00,895.4284
13503.994,13403,125,35,2018-04-06 00:00:00,830.5398
57.9232,759202,125,1,2018-04-06 00:00:00,10.3318
1517.8717,759203,125,20,2018-04-06 00:00:00,148.7959
3907.9965,760101,125,25,2018-04-06 00:00:00,291.8074
4345.7872,760102,125,56,2018-04-06 00:00:00,582.3708
5625.9185,760201,125,79,2018-04-06 00:00:00,726.4931
2528.9082,760202,125,20,2018-04-06 00:00:00,221.8384
1198.4802,761301,125,10,2018-04-06 00:00:00,172.3638
3213.1673,761302,125,43,2018-04-06 00:00:00,496.6516
5205.1675,761303,125,68,2018-04-06 00:00:00,830.2593
4687.9423,761304,125,54,2018-04-06 00:00:00,839.7657
3882.4537,761305,125,59,2018-04-06 00:00:00,560.4047
7092.8922,761401,125,108,2018-04-06 00:00:00,984.4491
5751.6037,761402,125,68,2018-04-06 00:00:00,937.2763
5872.0169,761403,125,71,2018-04-06 00:00:00,716.4997
3368.7186,761404,125,45,2018-04-06 00:00:00,611.6618
1438.2944,761405,125,18,2018-04-06 00:00:00,165.0554
3486.7257,762301,125,37,2018-04-06 00:00:00,544.5232
4271.6149,762302,125,55,2018-04-06 00:00:00,849.8984
3609.7106,762303,125,62,2018-04-06 00:00:00,465.8078
3679.5322,762304,125,51,2018-04-06 00:00:00,423.1033
2669.9268,762305,125,41,2018-04-06 00:00:00,304.3471
5335.1494,762306,125,66,2018-04-06 00:00:00,681.2532
5385.3408,762401,125,63,2018-04-06 00:00:00,781.8743
3288.6596,762402,125,44,2018-04-06 00:00:00,457.6589
5521.3281,15103,125,12,2018-04-06 00:00:00,295.1877
4369.7851,15104,125,10,2018-04-06 00:00:00,203.6743
7964.151,15105,125,27,2018-04-06 00:00:00,540.5519
10422.0497,15106,125,39,2018-04-06 00:00:00,523.319
13761.6015,15107,125,38,2018-04-06 00:00:00,710.8622
6899.8907,15108,125,34,2018-04-06 00:00:00,392.4522
31073.2739,15109,125,92,2018-04-06 00:00:00,1707.862
13801.0687,15110,125,39,2018-04-06 00:00:00,731.1394
12947.4407,15111,125,38,2018-04-06 00:00:00,744.3081
6105.467,15112,125,22,2018-04-06 00:00:00,322.041
18502.1261,15113,125,62,2018-04-06 00:00:00,1046.9726
10212.1533,15114,125,31,2018-04-06 00:00:00,598.3663
