GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME,TYPE,ROADSECT_NAME,SECT10,SECT10_NAME,ROADSECT_FROM,ROAD_NO,ROADSECT_TO,ROADLENGTH,DIRNAME,JAM_SPEED,avg_len,avg_time,v1,v2,is_congested
3655.6798,144305,1,34,2018/4/6 0:00,336.038,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,107.51999411764706,9.883470588235294,10.878769067784,39.163568644022405,0
3975.4687,144305,2,50,2018/4/6 0:00,482.357,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,79.509374,9.64714,8.241756002297054,29.670321608269393,0
2441.7188,144305,3,29,2018/4/6 0:00,346.6293,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,84.19720000000001,11.95273448275862,7.044178896590681,25.359044027726455,0
2544.1753,144305,4,27,2018/4/6 0:00,304.9747,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,94.22871481481481,11.295359259259259,8.342250357160774,30.032101285778786,0
2492.5631,144305,5,27,2018/4/6 0:00,278.8643,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,92.31715185185185,10.328307407407408,8.938265313989636,32.17775513036269,0
3631.6259,144305,6,43,2018/4/6 0:00,353.9494,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,84.45641627906977,8.231381395348837,10.260296810787079,36.937068518833485,0
2128.6798,144305,7,20,2018/4/6 0:00,244.3248,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,106.43399,12.21624,8.71249991814175,31.364999705310304,0
935.4031,144305,8,15,2018/4/6 0:00,66.3058,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,62.36020666666666,4.420386666666667,14.107409909841971,50.7866756754311,0
2179.7829,144305,9,24,2018/4/6 0:00,160.5029,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,90.82428750000001,6.687620833333334,13.580956481160154,48.89144333217656,0
3272.8378,144305,10,29,2018/4/6 0:00,291.0919,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,112.85647586206896,10.037651724137932,11.243314568354528,40.4759324460763,0
2498.1174,144305,11,25,2018/4/6 0:00,254.1852,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,99.924696,10.167408,9.827941988754656,35.38059115951676,0
32.6481,144305,12,2,2018/4/6 0:00,21.6344,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,16.32405,10.8172,1.5090827570905594,5.432697925526014,1
3920.5737,144305,13,42,2018/4/6 0:00,435.3744,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.34699285714285,10.366057142857143,9.005062539276539,32.41822514139554,0
2024.1228,144305,14,22,2018/4/6 0:00,171.9434,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,92.00558181818182,7.815609090909091,11.772029633007142,42.379306678825714,0
2255.9256,144305,15,21,2018/4/6 0:00,249.6032,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,107.42502857142857,11.885866666666667,9.038047589133472,32.5369713208805,0
1306.858,144305,16,14,2018/4/6 0:00,117.2512,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.347,8.375085714285714,11.14579637564477,40.12486695232117,0
1972.0079,144305,17,24,2018/4/6 0:00,318.3401,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,82.16699583333333,13.264170833333333,6.194657537646059,22.300767135525813,0
2029.3608,144305,19,17,2018/4/6 0:00,194.543,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,119.37416470588235,11.443705882352942,10.431425443218208,37.55313159558555,0
2076.9733,144305,20,24,2018/4/6 0:00,204.5204,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,86.54055416666667,8.521683333333334,10.155335604663398,36.55920817678823,0
2286.3959,144305,21,23,2018/4/6 0:00,189.31,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,99.40851739130434,8.230869565217391,12.077523110242458,43.47908319687285,0
1093.814,144305,22,8,2018/4/6 0:00,78.8649,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,136.72675,9.8581125,13.869465376866007,49.93007535671762,0
2229.7848,144305,24,25,2018/4/6 0:00,147.8888,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,89.191392,5.915552,15.077441969912527,54.2787910916851,0
1884.9801,144305,25,21,2018/4/6 0:00,122.7378,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,89.76095714285714,5.844657142857143,15.357779754892135,55.28800711761169,0
706.4076,144305,26,10,2018/4/6 0:00,135.3242,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,70.64076,13.532419999999998,5.220112884465602,18.79240638407617,1
1306.858,144305,27,14,2018/4/6 0:00,171.2862,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.347,12.234728571428573,7.629674778236658,27.46682920165197,0
521.4883,144305,28,5,2018/4/6 0:00,41.7325,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,104.29766,8.3465,12.495975558617383,44.98551201102258,0
653.429,144305,29,7,2018/4/6 0:00,59.0456,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.347,8.435085714285714,11.066514693728237,39.83945289742166,0
653.694,144305,30,7,2018/4/6 0:00,86.367,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.38485714285714,12.338142857142858,7.568793636458369,27.24765709125013,0
1261.8988,144305,33,13,2018/4/6 0:00,161.5142,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,97.06913846153846,12.42416923076923,7.812927903552753,28.12654045278991,0
1937.3532,144305,34,22,2018/4/6 0:00,141.2417,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,88.0615090909091,6.420077272727273,13.716580868114729,49.37969112521303,0
631.5714,144305,35,8,2018/4/6 0:00,80.8744,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,78.946425,10.1093,7.809286993164711,28.11343317539296,0
1222.7743,144305,36,12,2018/4/6 0:00,137.7782,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,101.89785833333333,11.481516666666666,8.874947560644573,31.949811218320463,0
608.5522,144305,37,5,2018/4/6 0:00,42.0948,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,121.71043999999999,8.41896,14.456707241749573,52.04414607029847,0
1615.0117,144305,38,15,2018/4/6 0:00,126.0294,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,107.66744666666666,8.401959999999999,12.814563109877538,46.13242719555914,0
79.5809,144305,39,3,2018/4/6 0:00,25.0304,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,26.526966666666667,8.343466666666666,3.1793698862183586,11.44573159038609,1
569.3454,144305,41,5,2018/4/6 0:00,32.6151,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,113.86908000000001,6.52302,17.456497143960927,62.84338971825934,0
743.7223,144305,44,8,2018/4/6 0:00,43.3896,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,92.9652875,5.4237,17.140565942069067,61.70603739144864,0
1454.2796,144305,45,14,2018/4/6 0:00,119.3069,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,103.87711428571428,8.521921428571428,12.189400613040823,43.88184220694696,0
1057.2893,144305,46,16,2018/4/6 0:00,211.0983,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,66.08058125,13.19364375,5.008516411548553,18.03065908157479,1
584.2743,144305,47,5,2018/4/6 0:00,62.3506,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,116.85486,12.47012,9.370788733388292,33.73483944019785,0
1508.7508,144305,48,16,2018/4/6 0:00,149.9966,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,94.296925,9.3747875,10.058566660844313,36.21083997903953,0
1093.814,144305,49,8,2018/4/6 0:00,145.2419,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,136.72675,18.1552375,7.530981073643351,27.111531865116063,0
569.3454,144305,50,5,2018/4/6 0:00,42.3502,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,113.86908000000001,8.470040000000001,13.443747609220264,48.39749139319295,0
819.2797,144305,51,12,2018/4/6 0:00,86.0384,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,68.27330833333333,7.169866666666667,9.522256341354558,34.28012282887641,0
581.8003,144305,52,8,2018/4/6 0:00,38.2944,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,72.7250375,4.7868,15.192829761009442,54.69418713963399,0
2522.7051,144305,53,29,2018/4/6 0:00,441.1581,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,86.98983103448276,15.212348275862068,5.71836967291318,20.58613082248745,0
1188.4236,144305,54,12,2018/4/6 0:00,196.2913,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,99.0353,16.357608333333335,6.054387535260095,21.795795126936344,0
850.5512,144305,55,9,2018/4/6 0:00,81.2135,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,94.50568888888888,9.023722222222222,10.473027267634075,37.70289816348267,0
692.0213,144305,56,9,2018/4/6 0:00,87.4076,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,76.89125555555556,9.711955555555555,7.917175394359301,28.501831419693485,0
653.429,144305,57,7,2018/4/6 0:00,58.305,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.347,8.329285714285714,11.207083440528256,40.34550038590172,0
1782.1025,144305,58,17,2018/4/6 0:00,205.3337,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,104.82955882352941,12.07845294117647,8.679055118570405,31.244598426853457,0
1252.2034,144305,59,12,2018/4/6 0:00,168.9838,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,104.35028333333334,14.081983333333334,7.4101979006271605,26.676712442257777,0
440.4846,144305,60,10,2018/4/6 0:00,41.8861,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,44.04846,4.18861,10.51624763346313,37.85849148046727,0
149.8107,144305,61,3,2018/4/6 0:00,60.0792,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,49.9369,20.0264,2.493553509367635,8.976792633723486,1
1255.9543,144305,62,14,2018/4/6 0:00,216.6755,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,89.71102142857144,15.476821428571428,5.79647583598515,20.86731300954654,0
402.9521,144305,63,5,2018/4/6 0:00,69.6752,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,80.59042,13.93504,5.7832930511860745,20.81985498426987,0
1306.8605,144305,64,14,2018/4/6 0:00,187.1542,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,93.34717857142857,13.368157142857143,6.98280081344688,25.138082928408767,0
128.1841,144305,65,3,2018/4/6 0:00,26.1374,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,42.728033333333336,8.712466666666666,4.904240666630959,17.655266399871454,1
569.3454,144305,66,5,2018/4/6 0:00,33.8777,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,113.86908000000001,6.7755399999999995,16.80590476921397,60.501257169170295,0
504.1898,144305,67,5,2018/4/6 0:00,36.9735,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,100.83796,7.3947,13.636518046709128,49.09146496815286,0
1876.2032,144305,68,19,2018/4/6 0:00,131.5949,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,98.74753684210526,6.926047368421052,14.25741575091436,51.326696703291695,0
509.6121,144305,69,7,2018/4/6 0:00,24.9527,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,72.80172857142857,3.5646714285714287,20.423124551651725,73.52324838594622,0
894.3565,144305,70,10,2018/4/6 0:00,92.252,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,89.43565,9.2252,9.694711225772883,34.90096041278238,0
634.2307,144305,71,7,2018/4/6 0:00,89.6205,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,90.60438571428571,12.802928571428572,7.0768484889059975,25.47665456006159,0
1453.7912,144305,72,19,2018/4/6 0:00,122.0697,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,76.51532631578947,6.424721052631579,11.90951726759384,42.874262163337825,0
1752.4815,144305,73,19,2018/4/6 0:00,251.4206,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,92.23586842105264,13.232663157894738,6.970317865759608,25.093144316734588,0
893.6923,144305,74,10,2018/4/6 0:00,116.647,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,89.36923,11.6647,7.661511226178128,27.58144041424126,0
849.4798,144305,75,8,2018/4/6 0:00,68.8003,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,106.184975,8.6000375,12.347036277458093,44.44933059884914,0
1288.4648,144305,76,14,2018/4/6 0:00,218.3902,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,92.0332,15.5993,5.899828838473521,21.239383818504677,0
1267.3109,144305,77,14,2018/4/6 0:00,151.7012,3,月亮湾大道,3,南山区,桂庙路,1443,学府路,653,南-北,20,90.52220714285714,10.8358,8.353993903805637,30.074378053700297,0
